Player Name,Team,League,POS,GP,MIN,Y,YR,R,A,SA,CR,ACR,CC,FS,P,AP,ACRO,BCC,DR,APW,TBOX,ECL
Grady Diangana,WHU,EPL,F/M,17,605,0,0,0,1,0,14,4,12,10,190,244,2,3,21,0,34,4
Leonardo Spinazzola,JUV,SERI,M/D,10,598,0,0,0,1,0,29,6,8,1,249,300,6,2,11,0,25,4
Andreas Pereira,MUN,EPL,M,15,594,5,0,0,1,0,12,3,9,5,291,353,2,2,7,0,2,7
Patrick Roberts,GIR,LIGA,F/M,19,594,0,0,0,0,0,8,2,8,9,143,174,2,0,27,0,35,2
Ashley Young,MUN,UCL,M/D,7,582,2,0,0,1,0,37,4,6,5,229,284,4,1,2,0,4,13
Bernardo Silva,MCI,UCL,M,8,578,0,0,0,1,0,9,1,11,4,266,298,0,0,15,1,25,1
Ibai Gomez,ATH,LIGA,M,14,577,0,0,0,2,0,62,20,17,3,175,216,10,0,6,0,16,8
Steven Zuber,HOF,BUND,M,9,574,1,0,0,1,0,19,1,9,7,211,267,1,1,4,0,21,4
Ronaldo Vieira,SMP,SERI,M,13,574,3,0,0,0,0,8,0,3,5,302,356,0,0,6,0,2,24
Ben Davies,TOT,UCL,M/D,9,567,0,0,0,1,0,25,5,9,3,260,320,5,0,3,0,10,19
Marcel Schmelzer,DOR,BUND,D,9,565,1,0,0,1,0,14,3,3,12,321,378,3,1,4,0,7,12
Serge Aurier,TOT,EPL,M/D,8,563,1,0,0,2,0,24,7,6,2,203,269,7,2,8,0,9,17
Filippo Costa,SPL,SERI,M,9,562,0,0,0,0,0,16,4,7,7,134,173,4,0,7,0,2,24
Lucas Torro,EF,BUND,M,8,560,1,0,0,0,0,1,0,2,7,188,261,0,0,1,0,5,12
Marco Andreolli,CHV,SERI,D,7,555,2,0,0,0,0,0,0,0,2,152,199,0,0,0,0,2,24
Adama Diakhaby,HUD,EPL,M,12,553,1,0,0,0,0,14,2,5,9,112,147,2,1,12,0,21,1
Joel Ward,CRY,EPL,D,7,551,1,0,0,0,0,7,0,2,6,138,190,0,0,1,0,5,31
Rodrigo Bentancur,JUV,UCL,M,7,550,1,0,0,0,0,7,2,8,9,288,340,2,0,8,0,8,6
Bruma,RBL,BUND,F/M,14,549,1,0,0,1,0,16,0,10,6,286,328,0,3,13,0,21,2
Raphael Framberger,AUG,BUND,D,7,547,2,0,0,0,0,25,5,7,7,117,185,5,3,9,0,7,11
Oualid El Hajjam,AMN,FRAN,D,11,542,1,0,0,0,0,17,2,1,8,156,215,2,0,4,0,5,21
Bafode Diakite,TOU,FRAN,D,8,542,2,0,0,0,0,5,0,1,6,184,227,0,0,0,0,1,19
Denzel Dumfries,PSV,UCL,M/D,6,540,2,0,0,0,0,6,3,2,6,106,143,3,0,2,0,11,31
Rodrigo Becao,CSK,UCL,D,6,540,1,0,0,0,0,0,0,1,9,195,235,0,0,1,0,2,25
Milos Degenek,RSB,UCL,D,6,540,1,0,0,0,0,0,0,0,1,136,174,0,0,0,0,0,46
Nikola Vlasic,CSK,UCL,F/M,6,540,0,0,0,2,0,21,9,18,8,178,211,3,0,18,0,21,7
Kalidou Koulibaly,NAP,UCL,D,6,540,2,0,0,0,0,2,1,1,0,400,457,1,0,3,0,4,23
Salif Sane,SKE,UCL,D,6,540,1,0,0,0,0,0,0,4,13,219,264,0,0,0,1,9,23
Ignacio Camacho,WOL,BUND,M,6,540,3,0,0,0,0,2,0,2,12,239,304,0,1,0,0,8,12
Niklas Hult,AEK,UCL,D,6,540,1,0,0,1,0,11,2,5,6,179,240,2,1,5,0,5,11
Benoit Poulain,CB,UCL,D,6,540,0,0,0,0,0,1,0,1,4,285,345,0,0,0,0,3,34
Milan Skriniar,INT,UCL,D,6,540,3,0,0,0,0,3,3,2,4,306,338,3,0,1,0,6,25
Patrik Hrosovsky,VPL,UCL,M,6,540,1,0,0,1,0,11,4,6,5,256,279,1,2,1,0,5,11
Roman Hubnik,VPL,UCL,D,6,540,2,0,0,0,0,0,0,1,3,141,179,0,0,0,0,8,47
Nemanja Matic,MUN,UCL,M,6,540,2,0,0,0,0,2,0,4,6,379,431,0,0,4,0,3,9
Ryad Boudebouz,BET,LIGA,M,9,540,1,0,0,0,0,24,5,10,8,276,314,4,2,7,0,17,2
Matija Nastasic,SKE,UCL,D,6,540,0,0,0,0,0,0,0,2,1,247,277,0,1,0,0,1,23
Giorgio Chiellini,JUV,UCL,D,6,540,1,0,0,0,0,4,0,3,7,348,389,0,0,1,0,4,37
Diego Godin,ATL,UCL,D,6,540,1,0,0,0,0,0,0,4,3,212,264,0,0,3,0,12,19
Kirill Nababkin,CSK,UCL,D,6,540,1,0,0,0,0,2,0,3,5,193,226,0,0,0,0,2,21
Loris Benito,YBO,UCL,D,6,540,2,0,0,0,0,13,1,3,4,203,261,1,0,1,0,3,22
Alejandro Grimaldo,BEN,UCL,D,6,540,1,0,0,0,0,13,1,6,4,245,285,1,1,9,0,8,13
Youri Tielemans,MON,UCL,M,6,540,3,0,0,0,0,24,5,6,13,284,340,2,2,3,0,5,7
Stefano Denswil,CB,UCL,D,6,540,2,0,0,0,0,2,0,2,3,279,324,0,1,2,0,3,18
Ismaily,DON,UCL,D,6,540,0,0,0,3,0,17,4,5,9,236,283,3,3,5,0,31,16
Federico Fazio,ROM,UCL,D,6,540,0,0,0,0,0,1,0,2,2,314,364,0,0,2,0,11,26
Andre Almeida,BEN,UCL,D,6,540,1,0,0,0,0,7,0,2,12,202,262,0,0,3,0,2,16
Pavel Kaderabek,HOF,UCL,D,6,540,0,0,0,0,0,15,4,10,4,166,207,4,2,1,0,16,20
Angelino,PSV,UCL,D,6,540,1,0,0,1,0,17,4,7,5,117,168,4,1,3,0,2,23
Grzegorz Krychowiak,LMO,UCL,M,6,540,0,0,0,0,0,1,0,6,19,216,264,0,0,2,0,9,13
Marcos Llorente,RMD,LIGA,M,7,540,1,0,0,0,0,0,0,4,7,349,375,0,0,7,0,2,11
Mats Hummels,BAY,UCL,D,6,539,1,0,0,0,0,0,0,1,1,402,459,0,0,2,0,9,22
Javier Pastore,ROM,SERI,M,13,539,0,0,0,0,0,13,7,14,2,292,340,4,0,9,0,26,5
Hans Vanaken,CB,UCL,M,6,539,0,0,0,1,0,14,5,9,3,230,266,1,1,6,0,6,3
Ruud Vormer,CB,UCL,M,6,539,0,0,0,1,0,21,6,6,2,171,217,4,1,1,0,6,8
Gerzino Nyamsi,REN,FRAN,D,8,539,0,1,1,0,0,0,0,0,2,214,245,0,0,2,0,1,17
Martin Caceres,JUV,SERI,D,8,537,1,0,0,0,0,4,0,0,0,367,397,0,0,0,0,4,12
Kieran Trippier,TOT,UCL,M/D,7,536,1,0,0,2,0,36,14,23,4,247,325,3,3,2,0,10,8
Frederic Sammaritano,DIJ,FRAN,M,14,536,2,1,1,0,0,23,8,6,5,161,194,6,1,2,0,9,2
Maximilian Wober,SEV,LIGA,D,7,536,2,0,0,0,0,8,3,5,1,211,260,3,1,1,0,11,16
Marcelo Brozovic,INT,UCL,M,6,535,3,0,0,0,0,9,4,7,3,388,439,2,1,2,0,0,5
Adam Ounas,NAP,SERI,F/M,18,534,0,0,0,0,0,19,1,18,10,227,271,0,3,19,0,32,0
Junior Alonso,CEL,LIGA,D,9,534,2,0,0,0,0,12,1,5,2,205,270,1,0,1,0,8,20
Sanjin Prcic,LEV,LIGA,M,10,533,3,0,0,0,0,4,1,1,10,234,282,1,0,2,0,0,11
Neymar,PSG,UCL,F/M,6,532,2,0,0,2,0,21,5,21,34,262,316,1,4,32,0,45,2
Pablo Rosario,PSV,UCL,M,6,532,1,0,0,1,0,0,0,3,4,159,193,0,1,3,0,4,16
Taras Stepanenko,DON,UCL,M,6,527,1,0,0,0,0,1,0,1,1,265,310,0,0,1,0,8,5
Marco Reus,DOR,UCL,F/M,6,524,1,0,0,1,0,8,2,10,9,194,243,2,3,7,0,33,7
Jorrit Hendrix,PSV,UCL,M,6,521,1,0,0,0,0,1,0,4,7,139,178,0,0,5,0,2,20
Emiliano Rigoni,ATA,SERI,F/M,12,521,1,0,0,0,0,47,5,9,5,140,191,3,0,16,0,22,3
Michalis Bakakis,AEK,UCL,D,6,520,0,0,0,0,0,6,2,2,8,135,189,2,1,3,0,4,22
Javi Martinez,BAY,UCL,M/D,6,520,1,0,0,0,0,1,0,4,14,249,299,0,1,3,0,7,9
Javier Garcia,BET,LIGA,M,13,520,0,0,1,0,0,0,0,0,5,416,444,0,0,3,0,2,27
Mikel Balenziaga,ATH,LIGA,D,11,520,0,0,0,0,0,8,2,3,1,131,177,2,1,2,0,0,17
Mario Rui,NAP,UCL,D,6,520,2,0,0,0,0,33,7,8,12,299,369,7,2,5,0,10,20
Kwado Asamoah,INT,UCL,M/D,6,519,1,0,0,1,0,12,4,5,15,221,259,4,0,7,0,2,17
Vladislav Ignatyev,LMO,UCL,D,6,519,2,0,0,0,0,14,0,4,9,155,215,0,0,2,0,8,16
Nick Viergever,PSV,UCL,D,6,516,1,0,0,0,0,1,0,0,0,152,177,0,0,0,0,1,36
Aleksey Miranchuk,LMO,UCL,M,6,516,0,0,0,2,0,21,9,19,8,203,267,0,2,10,0,26,2
Otavio,POR,UCL,M,8,515,2,0,0,1,0,8,1,9,14,164,237,1,2,7,0,12,3
Paolo Ghiglione,FRO,SERI,M/D,9,514,4,0,0,0,0,28,7,6,1,116,172,7,1,2,0,9,18
Daniel Caligiuri,SKE,UCL,F/M,6,512,0,0,0,0,0,31,4,5,6,115,159,1,1,7,0,5,9
Garry Mendes Rodrigues,GAL,UCL,M,6,512,0,0,0,1,0,13,4,10,12,114,137,2,4,5,1,27,1
Allan,NAP,UCL,M,6,511,1,0,0,0,0,0,0,5,12,342,380,0,0,7,0,3,3
Luisinho,HUE,LIGA,M,7,509,4,0,0,0,0,9,2,3,8,169,195,2,1,4,0,1,15
Djibril Sow,YBO,UCL,M,6,508,0,0,0,0,0,9,2,6,10,236,269,2,0,1,1,5,10
Kara,NTE,FRAN,D,6,507,0,0,0,0,0,3,0,1,6,157,201,0,1,0,0,5,24
Nabil Fekir,LYO,UCL,M,6,506,3,0,0,2,0,7,4,14,19,177,201,2,1,8,0,28,1
Casemiro,RMD,UCL,M,6,505,0,0,0,0,0,0,0,3,3,345,383,0,0,3,0,6,8
Reece Oxford,AUG,BUND,M,8,504,0,0,1,1,0,1,0,2,2,242,298,0,0,0,0,4,36
Racine Coly,NIC,FRAN,D,9,502,2,0,0,1,0,10,4,3,6,199,244,4,0,6,0,11,11
Ivan Perisic,INT,UCL,F/M,6,501,2,0,0,0,0,24,7,11,5,103,155,7,4,4,0,29,15
Andrea Raggi,MON,FRAN,D,6,495,1,0,1,0,0,7,2,3,6,163,194,2,0,0,0,2,13
David Limbersky,VPL,UCL,M,6,495,3,0,0,1,0,4,0,3,2,205,262,0,0,4,0,6,10
Raul Albiol,NAP,UCL,D,6,495,1,0,0,0,0,0,0,0,4,373,414,0,0,1,0,1,29
Sebastien De Maio,BGN,SERI,D,6,493,3,0,0,1,0,3,2,1,0,188,227,2,0,0,0,2,30
Lorenzo Insigne,NAP,UCL,F/M,6,490,0,0,0,0,0,10,2,6,5,221,273,1,1,4,0,21,0
Konstantinos Galanopoulos,AEK,UCL,M,6,490,0,1,1,0,0,0,0,3,1,152,173,0,0,4,0,1,5
Ivan Oblyakov,CSK,UCL,M,6,487,2,0,0,0,0,13,5,6,7,194,231,0,0,5,0,16,6
Vasyl Kravets,LGN,LIGA,M/D,6,484,2,0,0,0,0,29,6,6,3,125,165,5,2,7,0,7,8
Ryan Donk,GAL,UCL,D,6,473,2,0,0,0,0,0,0,5,5,210,246,0,0,3,0,0,18
Fabian Ruiz,NAP,UCL,M,6,471,1,0,0,0,0,7,1,6,4,299,351,1,0,8,0,12,6
Roberto Soriano,TOR,SERI,F/M,11,468,1,0,0,2,0,16,3,9,10,181,214,1,1,10,0,14,1
Mario Fernandes,CSK,UCL,M/D,6,462,0,0,0,0,0,11,1,9,4,136,172,1,1,7,1,11,16
Carlos Salcedo,EF,BUND,D,6,461,3,0,0,0,0,0,0,0,2,212,265,0,0,0,0,2,20
Fred,MUN,UCL,M,6,460,1,0,0,1,0,8,1,4,6,309,356,0,0,3,0,5,5
Moustapha Diallo,NIM,FRAN,M,7,457,5,0,0,1,0,2,0,2,9,116,173,0,0,0,0,6,13
Andoni Gorosabel,RSO,LIGA,D,7,454,0,0,0,0,0,9,3,4,5,166,210,3,1,1,0,3,16
Steven Defour,BUR,EPL,M,6,452,0,0,0,0,0,4,0,2,2,203,249,0,0,1,0,0,6
Franck Ribery,BAY,UCL,M,7,439,1,0,0,0,0,5,1,3,4,166,206,1,2,16,0,31,0
Thomas Partey,ATL,UCL,M/D,6,417,3,0,0,1,0,4,0,3,0,216,264,0,1,6,0,6,4
Senou Coulibaly,DIJ,FRAN,D,9,410,1,0,1,0,0,1,0,2,1,143,192,0,1,1,0,4,20
Vitolo,ATL,LIGA,M,20,744,1,0,0,1,0,3,0,8,40,240,308,0,1,27,0,32,4
Yunus Malli,WOL,BUND,M,21,689,0,0,0,1,0,23,11,17,7,247,318,3,2,9,0,27,1
Morgan Gibbs-White,WLV,EPL,F/M,26,650,1,0,0,1,0,17,6,11,6,266,317,2,2,12,0,15,0
Sebastiano Luperto,NAP,SERI,D,11,635,0,0,0,0,0,1,0,0,7,351,389,0,0,1,0,5,27
Reiss Nelson,HOF,BUND,F/M,23,628,0,0,0,0,0,12,2,16,5,194,225,2,0,16,0,41,2
Diego Rico,BOU,EPL,M/D,12,607,1,0,0,0,0,39,11,11,11,207,285,5,2,3,0,3,17
Leon Balogun,BHA,EPL,D,8,591,2,0,0,0,0,0,0,0,2,164,216,0,0,0,0,6,32
Diego Perotti,ROM,SERI,F/M,12,575,2,0,0,0,0,39,8,15,13,191,241,6,4,17,0,28,1
Nelson Semedo,BAR,UCL,D,10,554,3,0,0,0,0,7,0,4,9,293,322,0,1,11,0,8,8
Boubakary Soumare,LIL,FRAN,M,18,553,3,0,0,1,0,0,0,5,7,299,347,0,1,7,0,6,5
Ibrahima Traore,BM,BUND,M,16,548,1,0,0,2,2,46,11,14,6,188,235,8,5,20,0,21,1
Burgui,ALA,LIGA,M,16,547,1,0,0,0,0,14,3,12,20,157,197,2,0,4,0,8,0
Roland Sallai,FBG,BUND,F/M,11,544,3,0,0,0,0,9,3,5,20,112,145,3,1,6,0,25,7
Miguelon,VIL,LIGA,D,8,543,1,0,0,0,0,20,3,3,10,129,163,3,0,5,0,5,13
Alessandro Deiola,PAR,SERI,M,10,541,3,0,0,1,0,4,0,3,5,130,175,0,1,2,0,3,7
Maxime Gonalons,SEV,LIGA,M,10,536,0,0,0,0,0,0,0,4,6,275,333,0,0,8,0,3,10
Raffael,BM,BUND,F/M,13,533,0,0,0,1,0,7,1,16,5,176,211,1,2,9,0,30,0
Aleix Vidal,SEV,LIGA,D,11,526,3,0,0,0,1,23,6,14,7,191,251,4,1,4,0,20,9
Joe Gomez,LIV,UCL,D,8,524,1,0,0,0,0,3,0,2,7,341,410,0,0,3,0,3,14
Chadrac Akolo,SGT,BUND,M,16,523,0,0,0,1,0,8,2,6,15,117,153,2,1,7,0,17,0
Lluis Lopez,ESP,LIGA,D,6,520,0,0,0,0,0,0,0,0,2,196,244,0,0,1,0,2,19
Holger Badstuber,SGT,BUND,D,10,518,1,0,0,0,0,0,0,0,3,242,265,0,0,0,0,0,20
Ganso,AMN,FRAN,M,12,517,0,0,0,2,0,9,4,17,9,275,316,2,1,4,0,4,0
Bryan Cristante,ROM,UCL,M,7,516,0,0,0,0,0,3,2,10,5,286,336,2,1,6,0,7,5
Kevin Long,BUR,EPL,D,6,513,0,0,0,1,0,0,0,1,5,136,168,0,1,1,0,3,34
Lorenzo Crisetig,FRO,SERI,M,8,505,3,0,0,0,0,1,1,1,11,173,202,1,0,1,0,2,11
Miguel Layun,VIL,LIGA,M/D,8,505,1,0,0,1,0,55,15,12,4,159,200,6,2,5,0,5,9
Suat Serdar,SKE,UCL,M,7,503,1,0,0,0,1,0,0,3,7,97,126,0,0,9,0,9,0
Kevin Akpoguma,HOF,BUND,D,8,497,2,0,0,0,0,0,0,0,10,222,263,0,0,1,0,0,17
Fabrizio Cacciatore,CHV,SERI,D,7,496,1,0,0,0,0,16,8,9,4,158,203,8,1,1,0,3,14
Waldo Rubio,REV,LIGA,F/M,8,493,1,0,0,0,0,12,0,6,2,90,130,0,0,7,0,15,7
Antonio Candreva,INT,SERI,F/M,18,492,0,0,0,0,0,71,17,17,10,176,213,10,1,6,0,32,6
Gareth Bale,RMD,UCL,F/M,7,489,0,0,0,2,1,13,3,8,3,164,203,3,2,7,0,44,2
Thilo Kehrer,PSG,UCL,D,7,488,2,0,0,0,0,4,0,1,2,292,316,0,1,4,0,8,13
Kevin Manuel Rodrigues,RSO,LIGA,D,7,483,1,0,0,0,0,12,4,6,6,135,181,4,0,8,0,2,14
Lucas Tousart,LYO,UCL,M,7,482,0,0,0,0,0,1,0,2,3,162,204,0,0,2,0,6,10
Joao Cancelo,JUV,UCL,D,7,479,0,0,0,2,0,22,5,7,9,198,244,5,1,10,1,9,10
Mickael Alphonse,DIJ,FRAN,M,10,477,0,0,0,0,0,20,4,7,10,123,184,4,0,4,0,3,21
Marco Friedl,BRE,BUND,D,7,472,3,0,0,0,0,2,0,0,5,204,239,0,0,2,0,1,19
Igor Denisov,LMO,UCL,M,6,468,2,0,0,0,0,0,0,6,2,207,245,0,0,2,0,3,5
Luka Modric,RMD,UCL,M,6,467,1,0,0,1,0,1,0,10,5,319,360,0,3,6,0,7,0
Gedson Fernandes,BEN,UCL,M,6,466,0,0,0,0,0,2,0,4,12,128,163,0,0,4,0,4,1
Antonio Valencia,MUN,EPL,M/D,6,465,2,0,0,0,0,9,5,7,4,228,271,5,0,3,0,2,6
Adam Lallana,LIV,EPL,M,13,465,1,0,0,0,1,8,2,9,11,248,302,0,0,8,0,28,1
Paolo Sammarco,FRO,SERI,M,7,462,1,0,0,0,0,13,3,6,6,192,253,1,0,5,0,3,1
Yevhen Konoplyanka,SKE,UCL,F/M,6,462,0,0,0,1,0,36,9,8,7,83,106,4,0,12,0,16,4
Alberto Grassi,PAR,SERI,M,7,461,0,0,0,0,0,3,0,2,11,94,116,0,0,5,0,6,7
Marek Hamsik,NAP,UCL,M,6,456,0,0,0,1,0,0,0,7,2,393,442,0,0,0,0,4,7
Christian Pulisic,DOR,UCL,M,7,455,0,0,0,0,1,16,3,2,8,198,237,1,1,19,0,31,1
Iver Fossum,HAN,BUND,M,9,453,0,0,0,0,0,27,8,9,3,179,219,3,2,3,0,6,8
Matteo Politano,INT,UCL,M,6,453,1,0,0,1,0,50,14,12,13,110,155,9,2,6,0,9,2
Pape Cheikh Diop,LYO,FRAN,M,12,452,3,0,0,0,0,0,0,2,7,203,227,0,0,5,0,7,2
Maycon,DON,UCL,M,6,451,0,0,0,0,0,5,2,2,1,224,255,1,2,1,0,6,7
Niklas Sule,BAY,UCL,D,6,451,0,0,0,0,0,0,0,2,1,351,381,0,1,1,0,2,19
Lukas Hejda,VPL,UCL,D,6,451,1,0,0,0,0,0,0,0,4,117,153,0,0,0,0,3,29
Radim Reznik,VPL,UCL,D,5,450,0,0,0,0,0,7,1,2,3,113,163,1,2,2,0,14,8
Mykola Matviyenko,DON,UCL,D,5,450,1,0,0,0,0,3,1,4,4,206,242,1,0,3,0,8,13
Alex Ferrari,SMP,SERI,D,5,450,2,0,0,0,0,1,1,0,4,247,279,1,0,0,0,3,22
Jose Gaya,VAL,UCL,D,5,450,3,0,0,0,0,17,6,3,4,179,222,6,0,3,0,10,12
Kevin Mbabu,YBO,UCL,D,5,450,2,0,0,0,0,25,7,13,7,96,134,7,2,6,0,11,6
Matias Vecino,INT,UCL,M,5,450,0,0,0,1,0,4,0,5,2,169,218,0,2,3,0,17,6
Mehdi Benatia,JUV,SERI,D,5,450,2,0,0,0,0,0,0,0,3,287,317,0,0,2,0,3,17
Juanfran,ATL,UCL,D,5,450,1,0,0,0,0,7,1,5,5,141,179,1,1,3,0,7,8
Benedikt Howedes,LMO,UCL,D,5,450,2,0,0,0,0,0,0,1,2,110,153,0,0,0,0,3,10
Serhiy Kryvtsov,DON,UCL,D,5,450,2,0,0,0,0,0,0,1,2,207,244,0,0,1,0,3,14
Lucas Hernandez,ATL,UCL,D,5,450,1,0,0,0,0,0,0,1,5,237,273,0,0,0,0,1,17
Dmytro Chygrynskiy,AEK,UCL,D,5,450,1,0,0,0,0,0,0,0,3,196,218,0,0,0,0,0,23
Jerome Boateng,BAY,UCL,D,5,450,0,0,0,0,0,1,0,1,3,367,427,0,0,0,0,1,17
Daniel Parejo,VAL,UCL,M,5,450,2,0,0,0,0,17,9,9,9,349,395,1,0,6,0,5,1
Lukasz Piszczek,DOR,UCL,D,5,450,0,0,0,0,0,5,3,1,2,228,269,3,0,1,0,5,8
Gabriel Paulista,VAL,UCL,D,5,450,1,0,0,0,0,0,0,0,4,228,255,0,0,0,0,3,23
Milan Rodic,RSB,UCL,D,5,450,0,0,0,0,0,8,2,3,1,95,141,2,0,0,0,0,23
Daniel Schwaab,PSV,UCL,D,5,450,1,0,0,0,0,0,0,3,0,131,161,0,0,0,0,4,27
Jemerson,MON,UCL,D,5,450,1,0,0,0,0,0,0,2,1,220,248,0,0,0,0,0,20
Brandon Mechele,CB,UCL,D,5,450,0,0,0,0,0,0,0,1,0,192,209,0,0,0,0,0,33
Manuel Akanji,DOR,UCL,D,5,450,1,0,0,0,0,1,1,1,2,537,565,1,0,2,0,0,14
Nacho,RMD,UCL,D,5,449,1,1,1,0,0,1,0,2,5,258,276,0,0,1,0,5,13
Alessandro Deiola,CAG,SERI,M,10,448,2,0,0,0,0,6,0,1,2,118,159,0,0,0,0,6,6
Serge Gnabry,BAY,UCL,M,7,447,1,0,0,1,1,12,2,6,3,114,149,1,3,8,0,34,2
"St&eacute;phane Mbia",TOU,FRAN,M/D,5,447,1,0,0,0,0,0,0,1,8,168,187,0,0,1,0,0,25
Matteo Darmian,MUN,EPL,D,6,444,0,0,0,0,0,3,1,2,4,149,175,1,0,1,0,0,19
Nico Schulz,HOF,UCL,M,5,444,0,0,0,1,0,20,5,8,2,159,193,5,3,4,0,11,4
Stefan de Vrij,INT,UCL,D,5,442,1,0,0,1,0,0,0,1,1,234,262,0,1,0,0,5,17
Yuto Nagatomo,GAL,UCL,D,5,441,1,0,0,0,0,13,2,4,4,136,170,2,1,5,0,6,8
Danny Rose,TOT,UCL,D,7,438,3,0,0,0,0,16,1,2,10,143,183,1,0,10,0,9,11
Mario Gotze,DOR,UCL,F/M,6,437,0,0,0,0,1,4,0,4,5,220,258,0,0,6,0,24,4
Taison,DON,UCL,F/M,5,437,0,0,0,1,0,3,0,10,16,237,276,0,1,10,0,14,4
Felix Klaus,WOL,BUND,M,15,437,0,0,0,1,0,9,1,6,11,104,132,1,4,3,0,27,0
Cengiz Under,ROM,UCL,F/M,6,437,0,0,0,1,0,25,7,8,5,115,161,4,2,11,0,21,0
Nikola Maksimovic,NAP,UCL,D,5,436,1,0,0,1,0,1,1,5,7,255,292,1,1,3,0,5,17
Kamil Glik,MON,UCL,D,5,436,0,0,0,0,0,0,0,1,2,166,199,0,0,1,0,2,31
Ljubomir Fejsa,BEN,UCL,M,5,436,2,0,0,0,0,0,0,2,4,168,199,0,0,1,0,1,3
Solomon Kverkvelia,LMO,UCL,D,5,436,1,0,1,0,0,0,0,0,1,105,150,0,0,0,0,4,28
Petros Mantalos,AEK,UCL,M,6,436,1,0,0,0,0,19,7,8,8,152,196,2,2,8,0,7,1
Serge Aurier,TOT,UCL,M/D,5,435,1,0,0,1,0,17,4,3,4,179,230,4,1,7,0,8,12
Nenad Krsticic,RSB,UCL,M,5,433,3,0,0,0,0,0,0,1,2,112,131,0,0,1,0,0,9
Rodrigo Ely,ALA,LIGA,D,5,431,1,0,0,0,0,0,0,2,2,114,160,0,0,0,0,10,27
Benjamin Stambouli,SKE,UCL,M,5,431,2,0,0,0,0,0,0,0,5,190,258,0,0,2,0,0,8
Pedro Leon,EIB,LIGA,M,9,426,0,0,0,0,0,40,12,5,5,69,122,5,0,1,0,9,1
Badou Ndiaye,GAL,UCL,M,5,425,0,1,1,0,0,1,0,2,5,200,241,0,0,11,0,1,7
Roman Prochazka,VPL,UCL,M,5,425,0,0,0,0,0,3,0,1,3,124,158,0,0,0,0,9,8
John Stones,MCI,UCL,D,6,421,0,0,0,0,0,0,0,1,3,379,396,0,0,2,0,3,13
Sergio Ramos,RMD,UCL,D,5,419,3,0,0,0,0,0,0,1,3,291,319,0,0,0,0,12,13
Dani Carvajal,RMD,UCL,D,6,419,1,0,0,1,0,17,1,9,2,252,294,1,1,5,0,14,9
Filip Stojkovic,RSB,UCL,D,5,419,3,0,0,0,0,15,4,2,6,72,116,4,0,2,0,4,11
Marko Marin,RSB,UCL,M,5,417,1,0,0,3,0,16,4,9,8,116,149,0,2,8,0,10,1
Florian Grillitsch,HOF,UCL,M,6,415,3,0,0,0,0,1,0,0,8,168,204,0,0,8,0,2,3
Amin Younes,NAP,SERI,F/M,11,414,1,0,0,1,1,6,0,7,13,242,265,0,0,17,0,30,0
Thomas Lemar,ATL,UCL,M,7,410,1,0,0,1,0,23,6,6,7,199,246,1,0,10,0,5,4
Stef Peeters,CAE,FRAN,M,7,409,0,0,0,0,0,11,3,3,1,145,177,1,1,1,0,2,1
Geoffrey Kondogbia,VAL,UCL,M,5,409,2,0,0,0,0,0,0,5,6,225,264,0,0,3,0,7,11
Rajiv van La Parra,HUD,EPL,M,5,407,0,0,0,0,0,6,0,4,14,90,105,0,0,7,0,9,2
Ruben Dias,BEN,UCL,D,5,405,1,1,1,0,0,0,0,0,2,216,251,0,0,2,0,7,17
Theo Pellenard,ANG,FRAN,D,5,405,0,0,0,0,0,18,3,4,1,198,235,3,0,8,0,3,12
Steve von Bergen,YBO,UCL,D,5,405,1,0,0,0,0,0,0,0,2,131,152,0,0,0,0,0,16
Martin Linnes,GAL,UCL,D,5,404,2,0,0,0,0,9,0,1,4,145,181,0,0,5,0,3,6
Nicolas Otamendi,MCI,UCL,D,5,402,2,1,1,0,0,0,0,1,3,355,387,0,0,0,0,6,25
Emil Hallfredsson,FRO,SERI,M,6,393,2,0,0,0,0,4,0,4,3,126,149,0,0,1,0,0,3
Gaston Pereiro,PSV,UCL,M,6,393,0,0,0,1,0,15,4,6,2,79,106,1,1,4,0,8,8
Gaku Shibasaki,GET,LIGA,M,7,389,0,0,0,0,0,19,4,3,3,77,116,2,0,4,0,6,4
Lucas Vazquez,RMD,UCL,M,6,386,1,0,0,1,0,15,5,9,9,170,199,5,2,3,0,26,1
Christian Fassnacht,YBO,UCL,F/M,6,386,0,0,0,1,0,5,1,6,3,93,118,1,1,1,0,10,4
Jason Puncheon,HUD,EPL,M,6,383,1,0,0,0,0,9,2,5,2,159,200,0,2,5,0,5,8
Mohamed Elneny,ARS,EPL,M,8,379,0,0,0,0,0,3,1,5,0,252,278,1,0,1,0,5,8
Brahim Diaz,RMD,LIGA,F/M,9,378,0,0,0,1,0,4,0,7,14,140,163,0,3,17,0,40,0
Takashi Inui,BET,LIGA,M,8,377,0,0,0,0,0,8,2,3,12,101,121,2,0,7,0,15,1
Leighton Baines,EVE,EPL,D,6,376,0,0,0,0,1,18,6,4,1,157,191,1,0,0,0,0,7
Florian Kainz,BRE,BUND,M,8,375,2,0,0,1,0,29,3,6,8,122,169,2,1,4,0,7,4
Uche Agbo,RV,LIGA,M,6,372,2,0,0,0,0,0,0,1,4,184,202,0,0,3,0,0,1
Hamza Mendyl,SKE,UCL,D,6,367,0,0,0,0,0,11,2,0,3,93,130,2,0,2,0,6,5
