Player Name,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,INT,BLK,TKLW,ACRO,BR,DR,DW
Mathias Jensen,CEL,LIGA,M,6,235,3,3,3,0,0,0,4,0,2,0,19,0,13
Javi Fuego,VIL,LIGA,M,5,234,3,2,3,1,0,0,3,0,3,0,15,1,16
Bongani Zungu,AMN,FRAN,M,5,231,3,2,3,2,0,0,2,0,2,0,19,1,9
Stephen Ward,BUR,EPL,D,3,230,3,0,2,1,0,0,4,1,2,0,14,2,13
Aleksandr Golovin,MON,UCL,M,3,230,3,0,2,0,0,0,4,0,6,1,12,3,14
Vicente Iborra,LEI,EPL,M,8,226,3,5,2,0,0,0,8,0,1,0,22,0,12
Rafinha,BAR,LIGA,F/M,5,225,3,2,3,1,0,0,1,1,6,0,8,0,19
Davit Khocholava,DON,UCL,D,3,225,3,0,1,0,0,0,4,2,0,0,10,0,7
Vujadin Savic,RSB,UCL,D,3,225,3,0,1,0,0,0,7,2,0,0,3,0,11
Omar Mascarell,SKE,UCL,M,3,225,3,0,1,2,0,0,2,1,3,0,20,0,15
Milan Havel,VPL,UCL,D,4,224,3,1,2,0,0,0,6,1,1,1,6,0,4
Sinan Gumus,GAL,UCL,M,3,223,3,0,2,0,0,0,0,0,1,0,6,4,12
Abdallah Ndour,STR,FRAN,D,3,215,3,0,2,0,0,0,3,0,2,3,14,0,8
Marius Wolf,DOR,UCL,M,4,211,3,1,2,0,0,0,3,0,9,0,10,3,18
Valentin Eysseric,NTE,FRAN,F/M,5,209,3,2,3,1,0,0,0,0,1,0,16,3,14
Thibault Vlietinck,CB,UCL,F/M,4,208,3,1,3,0,0,0,1,0,2,2,4,1,7
Veljko Simic,RSB,UCL,F/M,5,206,3,2,3,0,0,0,1,0,2,0,9,1,9
Ismael Aaneba,STR,FRAN,D,3,205,3,0,2,3,0,0,8,0,6,2,18,2,15
Mauricio Lemos,SAS,SERI,D,3,179,3,0,3,0,0,0,3,1,1,0,7,0,5
Konstantinos Mavropanos,ARS,EPL,D,4,149,3,1,3,1,0,0,7,1,0,0,5,2,5
Vlad Chiriches,NAP,SERI,D,3,148,3,0,2,0,0,0,1,2,1,0,13,2,9
Jules Keita,DIJ,FRAN,M,17,443,2,15,1,3,0,0,2,0,4,0,15,16,36
Vittorio Parigini,TOR,SERI,F/M,17,364,2,15,3,2,0,0,1,0,9,3,30,8,40
Andrew Hjulsager,CEL,LIGA,M,15,349,2,13,2,1,0,0,2,0,10,4,21,6,26
Emre Can,JUV,UCL,M/D,6,334,2,4,0,1,0,0,8,1,1,0,18,4,24
Evens Joseph,CAE,FRAN,M,13,332,2,11,2,0,0,0,1,0,2,1,12,4,23
Mirko Gori,FRO,SERI,M,10,321,2,8,0,3,0,0,4,0,13,6,19,2,23
Everton Luiz,SPL,SERI,M,10,312,2,8,2,5,0,0,3,1,6,0,17,3,20
Georg Teigl,AUG,BUND,M/D,7,299,2,5,0,0,0,0,7,0,3,0,11,2,11
Samu Saiz,GET,LIGA,M,10,299,2,8,2,2,0,0,0,0,3,0,19,15,24
Adrian Marin Gomez,ALA,LIGA,D,6,287,2,4,0,2,0,0,7,0,8,0,15,1,21
Riza Durmisi,LAZ,SERI,D,9,286,2,7,0,4,0,0,0,0,4,2,14,1,10
Juan Mata,MUN,UCL,M,6,275,2,4,0,0,0,0,0,0,2,1,11,3,9
Phillipp Mwene,MAI,BUND,D,6,270,2,4,0,0,0,0,6,0,2,4,16,1,20
Sofiane Diop,MON,UCL,M,4,268,2,2,1,1,0,0,1,0,0,0,14,2,11
Francisco Sierralta,PAR,SERI,D,6,266,2,4,0,2,0,0,4,1,8,0,10,2,32
Dusan Jovancic,RSB,UCL,M/D,5,265,2,3,0,2,0,0,4,1,3,0,19,8,29
Fabian Delph,MCI,UCL,M/D,6,257,2,4,0,0,0,0,5,1,1,0,26,2,11
Eric Dier,TOT,UCL,M/D,5,251,2,3,0,1,0,0,4,0,3,0,11,1,15
Derrick Luckassen,HB,BUND,D,4,248,2,2,0,0,0,0,0,0,2,0,15,2,15
Dennis Geiger,HOF,BUND,M,4,246,2,2,1,1,0,0,3,0,1,1,11,1,11
Diogo Dalot,MUN,UCL,D,4,243,2,2,1,0,0,0,2,1,2,4,10,5,11
Carlos Sanchez,WHU,EPL,M/D,7,240,2,5,0,0,0,0,1,0,3,0,13,3,9
Ohis Felix Uduokhai,WOL,BUND,D,11,238,2,9,0,2,0,0,6,2,7,0,6,3,29
Samuel Grandsir,STR,FRAN,M,8,234,2,6,2,0,0,1,1,0,6,1,16,7,20
Lorenco Simic,SPL,SERI,D,7,233,2,5,1,0,0,0,12,1,3,0,16,0,18
Borja Valero,INT,UCL,M,6,231,2,4,1,1,0,0,2,0,1,1,15,1,8
Alvaro Odriozola,RMD,UCL,M/D,3,227,2,1,0,0,0,0,1,2,5,3,9,2,10
Milan Petrzela,VPL,UCL,M,4,227,2,2,2,0,0,0,1,0,3,1,14,2,15
Nico Schlotterbeck,FBG,BUND,D,5,227,2,3,0,1,0,0,5,1,6,0,17,1,20
Michel Aebischer,YBO,UCL,M,4,226,2,2,0,0,0,0,1,1,5,0,19,2,14
Srdjan Babic,RSB,UCL,D,3,225,2,1,0,0,0,0,5,0,1,0,8,1,4
Moussa Wague,BAR,LIGA,D,3,225,2,1,0,1,0,0,4,0,5,1,13,6,14
Gabriel Pires,BEN,UCL,M,4,219,2,2,0,0,0,0,8,0,4,0,21,4,15
Ezequiel Garay,VAL,UCL,D,3,219,2,1,0,0,0,0,7,5,2,0,9,0,10
Kevin Vazquez Comesana,CEL,LIGA,D,4,218,2,2,0,0,0,0,2,3,5,1,13,1,14
Oliver Skipp,TOT,EPL,M,8,216,2,6,2,0,0,0,1,1,3,0,13,2,22
Peter Pekarik,HB,BUND,D,3,216,2,1,0,0,0,0,1,1,1,2,11,1,7
Tomas Horava,VPL,UCL,M/D,5,215,2,3,2,0,0,0,4,1,1,1,14,2,11
Yacine Adli,BDX,FRAN,M,7,214,2,5,2,1,0,0,2,0,2,1,16,9,19
Georgi Schennikov,CSK,UCL,D,3,213,2,1,1,1,0,0,2,0,2,0,5,0,13
Assane Diousse,ETI,FRAN,M,7,212,2,5,1,0,0,0,1,0,4,0,30,4,16
Juan Jesus,ROM,UCL,D,3,212,2,1,0,0,0,0,2,1,2,0,12,0,8
Ezequiel Munoz,LGN,LIGA,D,3,211,2,1,1,0,0,0,1,1,2,0,9,0,7
Marcos Rojo,MUN,EPL,D,5,211,2,3,2,2,0,0,6,2,3,0,8,1,10
Alexis Sanchez,MUN,UCL,F/M,4,210,2,2,2,0,0,0,1,2,3,2,11,3,12
Inigo Lekue,ATH,LIGA,M/D,4,210,2,2,0,1,0,0,4,0,2,0,11,3,15
Josh Sims,SOU,EPL,M,7,209,2,5,2,0,0,0,1,0,0,0,19,4,11
Clinton Mata,CB,UCL,M/D,4,208,2,2,1,0,0,0,3,0,12,1,21,3,21
Jose Agustin Mauri,MIL,SERI,M,5,207,2,3,2,0,0,0,5,0,4,0,13,5,19
Christian Fuchs,LEI,EPL,D,3,206,2,1,0,0,0,0,4,0,3,4,17,1,10
Vincent Kompany,MCI,UCL,D,4,205,2,2,0,0,0,0,3,1,1,0,14,0,5
Alan Patrick,DON,UCL,M,5,205,2,3,2,1,0,0,1,2,1,1,8,2,12
Fredrik Jensen,AUG,BUND,M,6,205,2,4,2,0,0,0,2,0,4,0,7,2,12
Dani Alves,PSG,UCL,D,3,204,2,1,1,1,0,0,3,1,4,3,10,2,16
Edgar Prib,HAN,BUND,M,4,203,2,2,2,1,0,0,2,0,9,1,7,4,18
Alef,AEK,UCL,M,4,200,2,2,1,1,0,0,7,0,2,0,12,2,13
Kenny Tete,LYO,UCL,D,3,196,2,1,0,1,0,0,4,0,9,0,19,2,17
Ruben Vezo,VAL,LIGA,D,4,194,2,2,0,2,0,0,2,1,1,1,7,1,12
Kevin Ndoram,MON,FRAN,M/D,4,194,2,2,0,2,0,0,5,1,4,0,8,0,13
Marcel Schmelzer,DOR,UCL,D,3,193,2,1,0,0,0,0,2,2,2,2,11,1,8
Daniel Ojeda,LGN,LIGA,M,5,192,2,3,2,1,0,0,2,0,2,2,12,1,11
Andreas Pereira,MUN,UCL,M,4,190,2,2,1,0,0,0,1,0,1,1,13,2,10
Ben Wilmot,UDN,SERI,D,4,189,2,2,1,0,0,0,2,1,0,0,4,0,3
Joao Miranda,INT,UCL,D,3,188,2,1,0,0,0,0,3,1,2,0,12,0,11
Samuel Grandsir,MON,UCL,M,3,187,2,1,1,0,0,0,3,0,1,2,10,4,12
Guessouma Fofana,AMN,FRAN,M,3,186,2,1,1,1,0,0,3,1,4,0,11,1,12
Dani Ceballos,RMD,UCL,M,3,185,2,1,0,0,0,0,1,0,0,3,10,1,3
Havard Nordtveit,HOF,UCL,M/D,3,185,2,1,1,0,0,0,2,2,0,0,12,0,6
Miguel Britos,WAT,EPL,D,3,185,2,1,1,0,0,0,3,1,2,0,13,1,11
Giuseppe Pezzella,UDN,SERI,D,4,184,2,2,1,1,0,0,1,1,4,1,10,1,8
Junior Tavares,SMP,SERI,D,3,184,2,1,1,1,0,0,2,0,1,2,14,3,11
Mariano,GAL,UCL,D,3,181,2,1,0,0,0,0,2,0,1,2,8,2,7
Dejan Lovren,LIV,UCL,D,3,181,2,1,0,0,0,0,1,1,3,0,8,0,7
Han-Noah Massengo,MON,UCL,M,3,181,2,1,1,0,0,0,5,0,3,0,12,3,11
Benoit Badiashile,MON,UCL,D,2,180,2,0,0,0,0,0,0,2,2,0,14,1,4
Kristijan Bistrovic,CSK,UCL,M,2,180,2,0,0,0,0,0,0,0,1,0,14,0,4
Loic Mbe Soh,PSG,FRAN,D,2,180,2,0,0,0,0,0,2,2,0,0,11,1,8
Jeffrey Bruma,SKE,UCL,D,2,180,2,0,0,1,0,0,1,2,1,0,6,0,4
Franck Tabanou,GUI,FRAN,D,2,180,2,0,0,0,0,0,6,0,3,0,9,0,9
Bastian Oczipka,SKE,UCL,D,2,180,2,0,0,0,0,0,1,0,2,0,3,3,6
Paul Verhaegh,WOL,BUND,D,2,180,2,0,0,0,0,0,1,0,0,0,12,0,2
Maciej Rybus,LMO,UCL,M/D,2,180,2,0,0,0,0,0,6,0,5,2,16,3,18
Stefan Posch,HOF,UCL,D,2,180,2,0,0,0,0,0,1,1,4,0,8,0,7
Kevin Akpoguma,HOF,UCL,D,2,180,2,0,0,0,0,0,1,2,4,0,9,0,9
Sergio Akieme,RV,LIGA,D,2,180,2,0,0,0,0,0,1,0,3,1,8,2,8
Hervias,EIB,LIGA,M,3,180,2,1,1,0,0,0,0,0,1,1,9,5,13
Sofyan Amrabat,CB,UCL,M,2,180,2,0,0,1,0,0,4,1,2,0,11,4,16
Fethi Harek,NIM,FRAN,D,3,178,2,1,1,1,0,0,1,0,4,0,12,1,11
Jean-Eudes Aholou,MON,UCL,M,3,176,2,1,1,0,0,0,3,0,0,0,14,1,6
Xherdan Shaqiri,LIV,UCL,M,4,175,2,2,2,0,0,0,1,0,0,1,10,0,5
Papy Djilobodji,GUI,FRAN,D,4,174,2,2,0,1,0,1,0,2,1,0,7,1,11
Allan,EF,BUND,M,4,174,2,2,1,1,0,0,0,2,4,0,10,1,11
Benjamin Mendy,MCI,UCL,D,2,174,2,0,1,0,0,0,1,0,5,1,8,0,8
Lorenzo Dickmann,SPL,SERI,M/D,6,172,2,4,2,1,0,0,1,0,4,1,13,1,12
Alan Dzagoev,CSK,UCL,M,3,172,2,1,2,0,0,0,1,0,0,0,7,1,4
Antoine Bernede,PSG,FRAN,M,2,170,2,0,1,0,0,0,3,1,7,0,15,0,17
Ander Herrera,MUN,UCL,M,2,169,2,0,1,2,0,0,2,1,2,1,13,0,9
Giulian Biancone,MON,UCL,D,2,168,2,0,1,1,0,0,3,1,2,0,12,0,4
Jeremy Grimm,STR,FRAN,M,5,167,2,3,2,2,0,0,4,0,2,0,5,0,10
Ali Adnan,ATA,SERI,D,3,166,2,1,1,0,0,0,3,1,1,1,8,5,14
Ivan Marcano,ROM,UCL,D,2,166,2,0,1,0,0,0,3,1,0,0,8,0,8
Arnaut Danjuma Groeneveld,CB,UCL,F/M,2,166,2,0,1,0,0,0,1,0,0,1,5,1,1
Carl Jenkinson,ARS,EPL,D,3,165,2,1,1,0,0,0,0,3,2,0,8,0,4
Mousa Dembele,TOT,UCL,M,2,164,2,0,1,1,0,0,2,0,0,0,8,2,7
Timor,GIR,LIGA,M/D,2,164,2,0,1,0,0,0,3,1,2,0,12,0,10
Abdul-Rahman Baba,SKE,BUND,D,2,163,2,0,1,0,0,0,2,0,1,2,7,1,7
Luca Pellegrini,ROM,SERI,D,4,162,2,2,2,2,0,0,3,1,1,1,12,1,6
Hervias,REV,LIGA,M,3,161,2,1,2,1,0,0,2,0,0,1,5,1,6
Lassana Diarra,PSG,FRAN,M,3,160,2,1,2,0,0,0,2,0,1,0,13,4,10
Martin Terrier,LYO,UCL,F/M,3,159,2,1,2,0,0,0,2,0,1,0,3,1,4
Jean-Clair Todibo,BAR,LIGA,M,2,158,2,0,1,2,0,0,3,0,2,0,13,3,12
Riqui Puig Marti,BAR,LIGA,M,2,157,2,0,1,0,0,0,0,0,3,0,9,0,5
Sergej Grubac,CHV,SERI,M,3,157,2,1,1,1,0,0,0,0,1,0,5,0,12
Alberto Moreno,LIV,EPL,D,2,155,2,0,1,0,0,0,2,0,2,1,5,2,6
Ruben Vezo,VAL,UCL,D,3,150,2,1,1,1,0,0,4,0,2,0,7,2,11
Marcos Llorente,RMD,UCL,M,2,148,2,0,1,0,0,0,1,0,4,0,15,2,11
Ezequiel Schelotto,CHV,SERI,D,4,143,2,2,1,0,0,0,3,0,0,1,17,0,9
Tyrone Mings,BOU,EPL,D,5,142,2,3,1,0,0,0,6,2,3,1,9,2,10
Leonardo Bittencourt,HOF,UCL,M,3,142,2,1,2,0,0,0,3,0,6,1,8,2,12
Kasim Adams Nuhu,HOF,UCL,D,2,141,2,0,0,0,1,1,3,2,1,0,8,3,8
Nicolas Frey,CHV,SERI,D,4,137,2,2,1,0,0,0,2,1,1,0,4,0,5
Antonio Candreva,INT,UCL,F/M,5,137,2,3,2,0,0,0,0,0,0,2,10,2,4
Joshua Brenet,HOF,UCL,D,2,135,2,0,1,0,0,0,0,0,1,0,9,1,5
Abdoulaye Dabo,NTE,FRAN,M,2,117,2,0,2,0,0,0,0,0,1,0,3,1,6
Iuri Medeiros,GEN,SERI,F/M,2,107,2,0,2,0,0,0,0,0,2,0,6,3,8
Sami Khedira,JUV,UCL,M,4,105,2,2,2,0,0,0,0,0,0,1,3,0,2
Keagan Dolly,MTP,FRAN,M,3,89,2,1,2,0,0,0,0,0,1,0,5,0,3
Mickael Cuisance,BM,BUND,M,11,269,1,10,0,3,0,0,5,0,6,0,9,12,26
Danilo Soddimo,FRO,SERI,F/M,10,244,1,9,0,2,0,0,7,1,9,4,18,2,23
Omer Toprak,DOR,BUND,D,9,233,1,8,0,0,0,0,0,1,1,0,11,1,4
Edgar Ie,LIL,FRAN,D,7,233,1,6,0,1,0,0,7,1,4,0,24,2,14
Matteo Pessina,ATA,SERI,M,12,229,1,11,1,0,0,0,0,1,2,2,17,0,18
Salih Ucan,EMP,SERI,M,13,229,1,12,1,1,0,0,5,0,4,1,23,4,17
Rabbi Matondo,SKE,BUND,F/M,8,213,1,7,1,0,0,0,0,0,1,2,7,3,7
Matteo Brighi,EMP,SERI,M,9,205,1,8,1,1,0,0,3,0,4,0,14,0,20
Timothy Tillman,FCN,BUND,M,6,203,1,5,1,0,0,0,3,0,0,0,25,7,17
Valon Berisha,LAZ,SERI,M,8,192,1,7,1,0,0,0,4,0,5,0,17,1,13
Piotr Zielinski,NAP,UCL,M,6,181,1,5,1,0,0,0,0,0,0,0,18,4,7
Cesc Fabregas,CHE,EPL,M,6,175,1,5,0,1,0,0,1,1,4,0,17,0,11
Yassine Benrahou,BDX,FRAN,M,4,175,1,3,0,0,0,0,2,0,6,0,12,2,16
Djegui Koita,GUI,FRAN,D,2,172,1,1,0,0,0,0,0,3,6,0,10,0,10
Donyell Malen,PSV,UCL,M,6,172,1,5,0,0,0,0,0,0,1,0,7,2,14
Jordan Lukaku,LAZ,SERI,D,7,169,1,6,1,1,0,0,5,0,3,1,10,4,11
Douglas Costa,JUV,UCL,F/M,5,156,1,4,1,0,0,0,1,0,1,1,10,11,15
Fran Manzanara,LEV,LIGA,M,4,155,1,3,0,0,0,0,1,2,5,0,5,0,13
Elseid Hysaj,NAP,UCL,D,3,149,1,2,0,1,0,0,1,0,3,1,12,3,12
Diego Perotti,ROM,UCL,F/M,2,148,1,1,0,0,0,0,3,0,3,2,8,2,10
Godfred Donsah,BGN,SERI,M,6,148,1,5,0,0,0,0,0,2,1,0,8,5,10
Gerrit Holtmann,MAI,BUND,M/D,4,143,1,3,1,2,0,0,4,2,0,0,6,6,11
Fernando,POR,UCL,M/D,4,143,1,3,1,0,0,0,0,0,4,0,3,1,12
Amine Harit,SKE,UCL,M,5,141,1,4,1,0,0,0,2,0,1,0,14,4,11
Federico Valverde,RMD,UCL,M,4,139,1,3,0,1,0,0,5,0,5,0,7,3,9
Steven Fortes,TOU,FRAN,D,3,136,1,2,0,0,0,0,2,1,1,0,2,0,11
Bohdan Butko,DON,UCL,D,3,136,1,2,0,0,0,0,1,0,1,0,5,0,3
Sofiane Feghouli,GAL,UCL,F/M,3,136,1,2,1,0,0,0,0,0,0,0,5,3,8
Ulisses Garcia,YBO,UCL,D,2,135,1,1,0,1,0,0,2,0,3,2,6,2,11
Francisco Montero,ATL,UCL,D,2,135,1,1,0,1,0,0,0,0,0,0,7,0,3
Alfa Semedo,BEN,UCL,M,3,132,1,2,0,1,0,0,4,0,2,0,13,5,17
Kingsley Coman,BAY,UCL,M,3,129,1,2,1,0,0,0,1,0,1,0,7,2,4
Renato Sanches,BAY,UCL,M,6,125,1,5,0,1,0,0,1,0,0,0,8,5,8
Davide Zappacosta,CHE,EPL,M/D,4,125,1,3,0,0,0,0,3,0,0,0,4,2,6
Taleb Tawatha,EF,BUND,D,3,125,1,2,1,0,0,0,0,0,1,0,3,1,6
Joel Untersee,EMP,SERI,D,3,124,1,2,0,0,0,0,1,1,2,0,10,2,7
Javi Sanchez,RMD,UCL,D,2,121,1,1,0,0,0,0,0,1,1,0,10,0,6
Philip Foden,MCI,UCL,M,4,120,1,3,0,0,0,0,0,0,1,1,7,3,7
Rai Vloet,FRO,SERI,F/M,5,119,1,4,1,0,0,0,0,0,2,1,6,0,8
Danilo,MCI,UCL,D,2,119,1,1,0,1,0,0,2,0,0,0,9,0,1
Randal Kolo Muani,NTE,FRAN,M,5,118,1,4,1,1,0,0,0,0,0,0,4,1,6
Julien Serrano,MON,FRAN,D,3,117,1,2,0,1,0,0,3,0,4,0,6,0,7
Lluis Sastre Reus,HUE,LIGA,M,4,117,1,3,0,0,0,0,1,0,3,0,10,0,7
Dmitry Efremov,CSK,UCL,M,3,115,1,2,1,1,0,0,2,0,1,2,9,3,11
Edgar Salli,FCN,BUND,F/M,3,115,1,2,1,1,0,0,1,0,1,0,5,0,4
Rodrigo Galo,AEK,UCL,D,5,115,1,4,1,0,0,0,3,0,1,1,5,1,4
Mason Greenwood,MUN,EPL,M,3,115,1,2,0,0,0,0,0,0,3,0,5,3,7
Jordan Ferri,LYO,FRAN,M,4,114,1,3,1,0,0,0,1,2,3,0,13,1,10
Lorenzo Ebecilio,RSB,UCL,M,4,113,1,3,1,0,0,0,3,1,1,0,7,5,10
Neheun Paz,BGN,SERI,D,2,113,1,1,0,1,0,0,0,1,1,0,2,1,3
Jeison Murillo,BAR,LIGA,D,2,112,1,1,0,0,0,0,0,0,2,0,6,0,6
Justin Hoogma,HOF,BUND,D,2,110,1,1,0,0,0,0,2,1,2,0,9,0,6
Callum Slattery,SOU,EPL,M/D,3,110,1,2,0,0,0,0,2,1,3,0,7,1,11
Alex Lopez,ESP,LIGA,M,4,109,1,3,0,1,0,0,3,0,1,1,10,1,9
Cristian Dell'Orco,SAS,SERI,D,3,109,1,2,0,0,0,0,1,0,1,2,4,1,8
Giuseppe Pezzella,GEN,SERI,D,5,109,1,4,0,0,0,1,1,0,1,1,5,0,3
Nathaniel Clyne,LIV,EPL,D,4,108,1,3,0,0,0,0,2,0,3,0,6,0,7
Gregory Sertic,MAR,FRAN,M/D,4,107,1,3,1,1,0,0,1,1,0,0,9,0,5
Gaoussou Boubacar Traore,AMN,FRAN,M,3,107,1,2,2,1,0,0,0,0,5,0,7,0,17
Ferran Torres,VAL,UCL,F/M,3,106,1,2,1,0,0,0,0,0,1,1,7,3,8
Andrea Barzagli,JUV,UCL,D,3,106,1,2,0,0,0,0,1,0,1,0,4,0,7
Denis Cheryshev,VAL,UCL,M,3,106,1,2,1,0,0,0,2,0,1,1,5,2,5
Leonardo Bertone,YBO,UCL,M/D,3,105,1,2,0,1,0,0,1,1,0,0,8,0,3
Marco Andreolli,CAG,SERI,D,3,104,1,2,0,1,0,0,1,1,1,0,1,0,7
Adam Lallana,LIV,UCL,M,3,104,1,2,1,1,0,0,2,0,0,0,6,2,6
Chima Okoroji,FBG,BUND,D,2,104,1,1,1,0,0,0,1,0,0,0,7,1,6
Bremer,TOR,SERI,D,4,103,1,3,0,1,0,0,6,0,1,0,7,0,14
Pape Cheikh Diop,LYO,UCL,M,5,102,1,4,0,0,0,0,0,0,4,0,11,1,9
Steven Zuber,HOF,UCL,M,3,101,1,2,1,0,0,0,0,0,1,0,8,1,6
Erik Moran,AEK,UCL,M,2,100,1,1,1,0,0,0,1,1,1,0,4,0,2
Juan Foyth,TOT,UCL,D,2,100,1,1,0,0,0,0,5,0,1,2,7,3,6
Trent Sainsbury,PSV,UCL,D,2,99,1,1,0,0,0,0,0,2,0,0,4,0,6
Shinji Kagawa,DOR,BUND,M,2,98,1,1,1,0,0,0,0,0,0,0,5,0,0
Steven Davis,SOU,EPL,M,3,97,1,2,0,0,0,0,1,0,2,1,8,0,3
Ander Iturraspe,ATH,LIGA,M,3,97,1,2,1,1,0,0,6,0,2,0,8,0,8
Sime Vrsaljko,INT,UCL,D,2,97,1,1,0,0,0,0,3,0,0,0,3,0,4
Sergio Oliveira,POR,UCL,M,4,96,1,3,1,0,0,0,1,1,1,0,9,1,7
Erick Gutierrez,PSV,UCL,M,4,96,1,3,1,1,0,0,1,0,1,0,11,2,5
Svante Ingelsson,UDN,SERI,M,3,95,1,2,1,0,0,0,0,0,1,0,9,1,3
Danny Williams,HUD,EPL,M,5,95,1,4,1,1,0,0,1,1,0,0,7,1,2
Thorsten Schick,YBO,UCL,M,2,95,1,1,0,0,0,0,2,0,1,0,7,0,3
Molla Wague,UDN,SERI,D,2,94,1,1,0,0,0,0,4,0,1,0,8,0,4
Gian-Luca Itter,WOL,BUND,D,2,93,1,1,0,0,0,0,1,0,3,0,7,3,12
Carles Alena,BAR,UCL,M,3,92,1,2,0,0,0,0,0,0,2,0,4,2,4
Steven Skrzybski,SKE,UCL,F/M,4,91,1,3,1,0,0,0,1,0,1,0,5,0,3
Thomas Vermaelen,BAR,UCL,D,2,91,1,1,0,0,0,0,1,1,0,0,6,0,4
Thomas Basila,NTE,FRAN,D,2,91,1,1,0,0,0,0,0,1,1,0,3,0,4
Leandro Barreiro,MAI,BUND,M,1,90,1,0,0,1,0,0,2,0,4,0,4,3,9
Carel Eiting,AJX,UCL,M,1,90,1,0,0,0,0,0,2,0,0,0,6,2,3
Ludek Pernica,VPL,UCL,D,1,90,1,0,0,0,0,0,2,1,0,0,2,0,1
Emre Akbaba,GAL,UCL,M,1,90,1,0,0,0,0,0,1,0,0,0,5,0,6
Romain Faivre,MON,FRAN,M,1,90,1,0,0,1,0,0,1,0,0,0,4,1,5
Giulian Biancone,MON,FRAN,D,1,90,1,0,0,0,0,0,3,0,3,0,5,0,5
Driss Trichard,BDX,FRAN,D,1,90,1,0,0,0,0,0,1,0,2,0,8,0,3
Alex Sola Lopez-Ocana,RSO,LIGA,D,1,90,1,0,0,0,0,0,1,0,3,1,12,4,10
Johan Larsson,GUI,FRAN,D,1,90,1,0,0,0,0,0,1,0,1,0,5,0,2
Kayne Ramsay,SOU,EPL,D,1,90,1,0,0,0,0,0,0,0,0,0,2,0,2
Juan Miranda,BAR,UCL,D,1,90,1,0,0,0,0,0,4,2,1,0,5,1,6
Angelo Ndrecka,CHV,SERI,D,1,90,1,0,0,0,0,0,0,2,1,0,5,0,2
Jonas Carls,SKE,BUND,D,1,90,1,0,0,0,0,0,1,0,2,0,6,0,5
George Timotheou,SKE,BUND,D,1,90,1,0,0,0,0,0,1,1,3,0,4,0,5
Paolo Gozzi,JUV,SERI,D,1,90,1,0,0,0,0,0,3,0,2,0,4,1,5
Benjamin Hubner,HOF,UCL,D,1,90,1,0,0,0,0,0,1,0,0,0,9,0,4
Kevin Strootman,ROM,SERI,M,1,90,1,0,0,0,0,0,2,0,2,0,1,0,4
Jeremy Morel,LYO,UCL,D,1,90,1,0,0,1,0,0,0,0,1,0,5,0,5
Jeison Murillo,VAL,LIGA,D,1,90,1,0,0,0,0,0,2,0,1,0,0,0,8
Jeison Murillo,VAL,UCL,D,1,90,1,0,0,1,0,0,3,1,0,0,5,0,6
Antonio Barreca,MON,UCL,D,1,90,1,0,0,1,0,0,0,0,0,2,2,0,1
Mehdi Benatia,JUV,UCL,D,1,90,1,0,0,0,0,0,2,0,2,0,6,0,4
Simon Asta,AUG,BUND,D,1,90,1,0,0,1,0,0,3,1,3,1,4,1,9
Carlos Munoz,ATL,LIGA,D,1,90,1,0,0,0,0,0,1,0,0,0,3,2,4
Diogo Leite,POR,UCL,D,1,90,1,0,0,0,0,0,1,0,0,0,2,0,3
Matej Mitrovic,CB,UCL,D,1,90,1,0,0,0,0,0,6,0,0,1,3,0,4
Lyanco,TOR,SERI,D,2,90,1,1,1,0,0,0,4,1,1,0,10,1,4
Robert Mazan,CEL,LIGA,D,1,90,1,0,0,0,0,0,3,0,3,0,1,0,5
Morgan Poaty,MTP,FRAN,D,1,90,1,0,0,0,0,0,0,0,1,1,6,3,8
Antonio Moya,ATL,LIGA,M,1,90,1,0,0,0,0,0,0,0,2,0,1,0,3
Justin Hoogma,HOF,UCL,D,1,90,1,0,0,0,0,0,1,1,4,0,2,1,10
Ander Guevara,RSO,LIGA,M,1,90,1,0,0,0,0,0,1,0,1,1,5,3,8
Clement Michelin,TOU,FRAN,D,1,90,1,0,0,0,0,0,3,0,2,0,3,0,5
Daniel Kolar,VPL,UCL,M,2,90,1,1,1,0,0,0,0,0,0,0,4,0,2
Jesus Vallejo,RMD,UCL,D,1,90,1,0,0,0,0,0,3,1,1,0,2,0,7
Jose Antonio Dorado,RV,LIGA,D,1,90,1,0,0,0,0,0,2,0,0,0,3,2,5
Ludovic Baal,REN,FRAN,D,1,90,1,0,0,0,0,0,1,0,2,0,10,0,5
Koffi Djidji,NTE,FRAN,D,1,90,1,0,0,0,0,0,1,1,1,0,3,0,1
Milan Gajic,BDX,FRAN,D,1,90,1,0,0,0,0,0,1,0,1,0,2,0,4
Gaetan Bussmann,MAI,BUND,D,1,90,1,0,0,0,0,0,1,0,1,0,7,0,9
Pablo De Blasis,MAI,BUND,M,1,90,1,0,0,0,0,0,1,0,0,1,4,0,4
Kevin Ndoram,MON,UCL,M/D,1,90,1,0,0,0,0,0,2,0,1,0,8,1,3
Oleg Danchenko,DON,UCL,M,1,89,1,0,1,1,0,0,2,0,1,0,4,1,4
Adrien Silva,LEI,EPL,M,2,88,1,1,1,0,0,0,1,0,2,0,5,1,5
Ibrahima Cisse,FUL,EPL,M,3,87,1,2,1,0,0,0,3,0,0,0,10,1,2
